"","price","lotsize","bedrooms","bathrms","stories","driveway","recroom","fullbase","gashw","airco","garagepl","prefarea","u2","u"
"309",70000,5800,2,1,1,1,1,1,0,1,0,0,22790043.027559,4773.89181146358
"310",72000,7600,4,1,2,1,0,0,0,1,2,0,10631237.5340784,-3260.55785626914
"311",57500,5400,3,1,1,1,0,0,0,0,3,0,30208549.5398003,-5496.23048459582
"312",69900,4995,4,2,1,1,0,1,0,0,0,0,186320813.611462,-13649.9382273863
"313",70000,3000,3,1,2,1,0,1,0,1,0,0,415468145.9393,20383.0357390478
"314",75000,5500,3,2,1,1,0,1,0,0,0,0,129166835.199562,-11365.1588286113
"315",76900,6450,3,2,1,1,1,1,1,0,0,0,217890615.694646,-14761.1183754703
"316",78000,6210,4,1,4,1,1,0,0,1,0,0,110003748.122833,10488.2671649245
"317",80000,5000,3,1,4,1,0,0,0,0,0,0,369933185.35821,19233.6472193448
"318",82000,5000,3,1,3,1,0,0,0,1,0,0,450867774.235589,21233.6472193448
"319",83000,5828,4,1,4,1,1,0,0,0,0,0,310386889.954258,17617.8003721877
"320",83000,5200,3,1,3,1,0,0,0,1,0,0,445999843.106213,21118.7083673745
"321",83900,5500,3,1,3,1,1,0,0,1,1,0,413971927.328693,20346.300089419
"322",88500,6350,3,2,3,1,1,0,0,1,0,0,6778987.85215497,-2603.64894948512
"323",93000,8250,3,2,3,1,0,0,0,1,0,0,75612903.5939731,-8695.56804320299
"324",98000,6000,3,1,1,1,0,0,0,1,1,0,1002289302.49141,31658.9529594933
"325",98500,7700,3,2,1,1,0,0,0,0,2,0,16766.676064158,-129.486200284656
"326",99000,8880,3,2,2,1,0,1,0,1,1,0,38534613.4408126,-6207.62542690944
"327",101000,8880,2,1,1,1,0,0,0,1,1,0,346102620.565353,18603.8334911209
"328",110000,6480,3,2,4,1,0,0,0,1,2,0,330208529.245534,18171.6407967342
"329",115442,7000,3,2,4,1,0,0,0,1,2,0,429102929.992248,20714.7997816114
"330",120000,8875,3,1,1,1,0,0,0,0,1,0,1416145368.90546,37631.7069624202
"331",124000,7155,3,2,1,1,1,1,0,1,2,0,807055495.408068,28408.7221713344
"332",175000,8960,4,4,4,1,0,0,0,1,3,0,562803560.068434,23723.4811962417
"333",50000,7350,2,1,1,1,0,0,0,0,1,0,569628165.774602,-23866.8842913063
"334",55000,3850,2,1,1,1,0,0,0,0,0,0,415439.053907338,644.545618174027
"335",60000,7000,3,1,1,1,0,0,0,0,3,0,141984890.737063,-11915.7413003582
"336",61000,7770,2,1,1,1,0,0,0,0,1,0,231291046.925056,-15208.2558804439
"337",106000,7440,3,2,1,1,1,1,0,1,0,1,77791241.1846771,8819.93430727673
"338",155000,7500,3,3,1,1,0,1,0,1,2,1,1202285841.44157,34673.9937336553
"339",141000,8100,4,1,2,1,1,1,0,1,2,1,3962966266.62714,62952.0950138051
"340",62500,3900,3,1,2,1,0,0,0,0,0,0,61870981.1960714,7865.81090518145
"341",70000,2970,3,1,3,1,0,0,0,0,0,0,422313866.973751,20550.2765668434
"342",73000,3000,3,1,2,1,0,1,0,0,0,0,546766360.373587,23383.0357390478
"343",80000,10500,2,1,1,1,0,0,0,0,1,0,130580241.858962,-11427.1712098385
"344",80000,5500,3,2,2,1,0,0,0,0,1,0,40515246.9134488,-6365.15882861133
"345",88000,4500,3,1,4,1,0,0,0,1,0,0,901260101.718934,30020.9943492705
"346",49000,3850,3,1,1,1,0,0,0,0,0,0,28680891.635819,-5355.45438182597
"347",52000,4130,3,2,2,1,0,0,0,0,2,0,714376773.166105,-26727.8276926148
"348",59500,4046,3,1,2,1,0,1,0,0,1,0,16417938.5313644,4051.90554324313
"349",60000,4079,3,1,3,1,0,0,0,0,0,0,19078905.3705124,4367.94063266803
"350",64000,4000,3,1,2,1,0,0,0,0,2,0,77586879.61413,8808.3414791963
"351",64500,9860,3,1,1,1,0,0,0,0,0,0,545660021.199524,-23359.3668835336
"352",68500,7000,3,1,2,1,0,1,0,0,0,0,11667288.6309729,-3415.74130035823
"353",78500,7980,3,1,1,1,0,0,0,0,2,0,1256771.7680233,1121.05832498729
"354",86000,6800,2,1,1,1,1,1,0,0,2,0,231015606.21293,15199.1975516121
"355",86900,4300,6,2,2,1,0,0,0,0,0,0,52193028.6687696,7224.47428321048
"356",75000,10269,3,1,1,1,0,0,0,0,1,1,229201942.128493,-15139.4168358128
"357",78000,6100,3,1,3,1,1,0,0,1,0,1,123242936.644752,11101.4835335081
"358",95000,6420,3,2,3,1,0,0,0,1,0,1,12292894.6506994,3506.12245232528
"359",97000,12090,4,2,2,1,0,0,0,0,2,1,681334972.585153,-26102.3940010328
"360",107000,6600,3,1,4,1,0,0,0,1,3,1,1392344775.54515,37314.1364035824
"361",130000,6600,4,2,2,1,1,1,0,1,1,1,1406450818.58533,37502.677485552
"362",145000,8580,4,3,4,1,0,0,0,1,2,1,347946493.750014,18653.3239330156
"363",175000,9960,3,2,2,1,0,1,0,0,2,1,4066830329.58464,63771.7047724509
"364",72000,10700,3,1,2,1,1,1,0,0,0,0,421978285.791467,-20542.1100618088
"365",84900,15600,3,1,1,1,0,0,0,1,2,0,1222069590.06567,-34958.1119350812
"366",99000,13200,2,1,1,1,0,1,1,0,1,0,55933133.1754885,-7478.84571143759
"367",114000,9000,4,2,4,1,0,0,0,1,2,0,65989810.5300999,8123.41126190838
"368",120000,7950,5,2,2,1,0,1,1,0,2,0,399074145.764825,19976.8402347525
"369",145000,16200,5,3,2,1,0,0,0,0,0,0,567670953.200338,-23825.8463270529
"370",79000,6100,3,2,1,1,0,1,0,0,2,1,114703572.737072,-10709.9753845222
"371",82000,6360,3,1,1,1,1,1,0,1,2,1,186378824.864422,13652.0630259467
"372",85000,6420,3,1,1,1,0,1,0,1,0,1,266263461.778178,16317.5813703556
"373",100500,6360,4,2,3,1,0,0,0,1,2,1,87246885.1008242,9340.60410791637
"374",122000,6540,4,2,2,1,1,1,0,1,2,1,890256065.613899,29837.1591411431
"375",126500,6420,3,2,2,1,0,0,0,1,1,1,1225428609.14719,35006.1224523253
"376",133000,6550,4,2,2,1,0,0,0,1,1,1,1663123580.9076,40781.4121985446
"377",140000,5750,3,2,4,1,1,0,0,1,1,1,2729139592.88267,52241.1676064258
"378",190000,7420,4,2,3,1,0,0,0,1,2,1,8636250345.89291,92931.4281924738
"379",84000,7160,3,1,1,1,0,1,0,0,2,1,125267749.817408,11192.3076180655
"380",97000,4000,3,2,2,1,0,1,0,1,0,1,360881547.04273,18996.8825611659
"381",103500,9000,4,2,4,1,1,0,0,1,1,1,5648174.03002392,-2376.58873809162
"382",112500,6550,3,1,2,1,0,1,0,1,0,1,1856995541.06974,43092.8711165749
"383",140000,13200,3,1,2,1,0,1,0,1,2,1,1123667784.83761,33521.1542885624
"384",74700,7085,3,1,1,1,1,1,0,0,2,1,5337992.92434516,2310.40968755439
"385",78000,6600,4,2,2,1,1,1,0,0,0,1,210172360.087921,-14497.322514448
"386",78900,6900,3,1,1,1,1,1,0,0,0,1,56877663.1208721,7541.72812562692
"387",83900,11460,3,1,3,1,0,0,0,0,2,1,165865490.793423,-12878.877699296
"388",85000,7020,3,1,1,1,0,1,0,1,2,1,168292626.930896,12972.7648144447
"389",85000,6540,3,1,1,1,1,1,0,0,2,1,244879247.16189,15648.6180591735
"390",86000,8000,3,1,1,1,1,1,0,1,2,1,72412686.9549429,8509.56443979026
"391",86900,9620,3,1,1,1,0,1,0,0,2,1,143307.475863653,378.559738830812
"392",94500,10500,3,2,1,1,0,1,0,1,1,1,389613519.324813,-19738.6301278689
"393",96000,5020,3,1,4,1,0,0,0,1,0,1,1233565654.82739,35122.1533341478
"394",106000,7440,3,2,4,1,0,0,0,0,1,1,77791241.1846771,8819.93430727673
"395",72000,6600,3,1,1,1,1,1,0,0,0,1,5355227.29438515,2314.13640358237
"396",74500,7200,3,1,2,1,1,1,0,0,1,1,2158900.81476129,1469.31984767146
"397",77000,6710,3,2,2,1,1,1,0,0,1,1,259549463.101675,-16110.5388830317
"398",80750,6660,4,2,2,1,1,1,0,0,1,1,145969992.003174,-12081.8041700391
"399",82900,7000,3,1,1,1,0,1,0,0,2,1,120653939.180656,10984.2586996418
"400",85000,7231,3,1,2,1,1,1,0,1,0,1,139157514.304279,11796.5043256161
"401",92500,7410,3,1,1,1,1,1,0,1,2,1,334840008.209368,18298.6340531026
"402",76000,7800,3,1,1,1,0,1,0,1,2,1,140997.777898655,-375.496708239439
"403",77500,6825,3,1,1,1,1,1,0,1,0,1,43031372.1887528,6559.83019511578
"404",80000,6360,3,1,3,1,0,0,0,0,0,1,135770572.760635,11652.0630259467
"405",80000,6600,4,2,1,1,0,1,0,0,0,1,156183070.030129,-12497.322514448
"406",86000,6900,3,2,1,1,1,1,0,0,0,1,66744501.2203451,-8169.73079240345
"407",87000,6600,3,1,1,1,1,1,0,0,2,1,299779319.401856,17314.1364035824
"408",87500,6420,3,1,3,1,0,1,0,0,0,1,354101368.629956,18817.5813703556
"409",89000,6600,3,2,1,1,0,1,0,1,0,1,12231264.7700649,-3497.322514448
"410",89900,6600,3,2,3,1,0,0,0,1,0,1,6746084.24405847,-2597.322514448
"411",90000,9000,3,1,1,1,0,1,0,0,1,1,48092424.4126037,6934.87017993875
"412",95000,6500,3,2,3,1,0,0,0,1,0,1,9364499.12019039,3060.14691153715
"413",112000,6360,3,2,4,1,0,0,0,1,0,1,434330779.582901,20840.6041079164
"414",31900,5300,3,1,1,0,0,0,0,1,0,1,932615926.994915,-30538.7610586107
"415",52000,2850,3,2,2,0,0,1,0,0,0,1,383855046.911528,-19592.2190400048
"416",90000,6400,3,1,1,1,1,1,0,1,1,1,459205266.30814,21429.0752555527
"417",100000,11175,3,1,1,1,0,1,0,1,1,1,23135235.7930781,4809.91016476172
"418",91700,6750,2,1,1,1,1,1,0,0,2,1,448504815.004182,21177.9322646046
"419",174500,7500,4,2,2,1,0,1,0,1,3,1,5926759919.98493,76985.4526516856
"420",94700,6000,3,1,2,1,0,0,1,0,1,1,804230212.958752,28358.9529594933
"421",68000,10240,2,1,1,1,0,0,0,1,2,1,483021525.931442,-21977.7507022771
"422",80000,5136,3,1,2,1,1,1,0,1,0,1,341343686.39911,18475.488800005
"423",61100,3400,3,1,2,1,0,1,0,0,2,1,85620933.622669,9253.1580351072
"424",62900,2880,3,1,2,1,0,0,0,0,0,1,194658277.497619,13951.99905023
"425",65500,3840,3,1,2,1,0,0,0,0,1,1,125446553.446897,11200.2925607725
"426",66000,2870,2,1,2,1,1,1,0,0,0,1,292674972.95514,17107.7459928285
"427",49500,5320,2,1,1,1,0,0,0,0,1,1,170309154.098377,-13050.2549438077
"428",50000,3512,2,1,1,1,0,0,0,0,1,1,6106867.60525346,-2471.20772199616
"429",53500,3480,2,1,1,1,0,0,0,0,0,1,1457289.57459045,1207.18249431909
"430",58550,3600,3,1,1,1,0,1,0,1,0,1,31228193.6387793,5588.2191831369
"431",64500,3520,2,1,2,1,0,0,0,0,0,1,143620923.180952,11984.194723925
"432",65000,5320,3,1,2,1,1,1,0,0,0,1,6001250.84033864,2449.74505619231
"433",69000,6040,3,1,1,1,0,0,0,0,2,1,5933926.40250319,2435.96518909922
"434",73000,11410,2,1,2,1,0,0,0,0,0,1,552256720.376704,-23500.1429863034
"435",75000,8400,3,1,2,1,1,1,0,1,2,1,22281357.3117137,-4720.31326415034
"436",75000,5300,4,2,1,1,0,0,0,1,0,1,105067009.569531,-10250.219976641
"437",132000,7800,3,2,2,1,0,0,0,0,0,1,1076695881.07239,32813.0443737302
"438",60000,3520,3,1,2,1,0,0,0,0,0,1,56013170.6656272,7484.19472392502
"439",65000,5360,3,1,2,1,0,0,0,0,2,1,4958448.00985557,2226.75728579824
"440",69000,6862,3,1,2,1,0,0,0,1,2,1,4607176.73772028,-2146.43349249873
"441",51900,3520,3,1,1,1,0,0,0,0,2,1,379216.138041776,-615.805276074975
"442",57000,4050,2,1,2,1,1,1,0,0,0,1,2339696.85921621,1529.60676620372
"443",65000,3520,3,1,1,1,0,0,0,0,0,1,155855117.904877,12484.194723925
"444",79500,4400,4,1,2,1,0,0,0,1,2,1,487458562.675278,22078.4637752557
"445",72500,5720,2,1,2,1,0,0,0,1,0,1,59596351.9363617,7719.8673522517
"446",104900,11440,4,1,2,1,0,1,0,0,1,1,67775969.2643602,8232.61618590107
"447",114900,7482,3,2,3,1,0,0,1,0,1,1,305753101.913699,17485.797148363
"448",120000,5500,4,2,2,1,0,1,0,1,1,1,1131302540.62454,33634.8411713887
"449",58000,4320,3,1,2,1,0,0,0,0,2,1,1049475.91225632,1024.43931604382
"450",67000,5400,2,1,2,1,0,0,0,0,0,1,16030170.3324799,4003.76951540418
"451",67000,4320,3,1,1,1,0,0,0,0,0,1,100489383.601045,10024.4393160438
"452",69000,4815,2,1,1,1,0,0,0,1,0,1,85839588.6331223,9264.96565741732
"453",73000,6100,3,1,1,1,0,1,0,1,0,1,37228101.3096708,6101.48353350813
"454",73500,7980,3,1,1,1,0,0,0,0,1,1,15046188.5181504,-3878.94167501271
"455",74900,6050,3,1,1,1,0,1,0,0,0,1,68562014.2096832,8280.2182465007
"456",75000,3800,3,1,2,1,1,1,0,0,1,1,437783659.816583,20923.2803311666
"457",79500,5400,5,1,2,1,1,1,0,1,0,1,272374408.217585,16503.7695154042
"458",120900,6000,3,2,4,1,1,1,0,1,0,1,1007903377.91272,31747.4940414629
"459",44555,2398,3,1,1,1,0,0,0,0,0,1,2910430.25597447,-1705.99831652158
"460",47000,2145,3,1,2,1,0,1,0,0,0,1,4619917.48505265,2149.39933122085
"461",47600,2145,3,1,2,1,0,1,0,0,0,1,7559196.68251767,2749.39933122085
"462",49000,2145,3,1,3,1,0,0,0,0,0,1,17217514.8099361,4149.39933122085
"463",49000,2610,3,1,2,1,0,1,0,0,0,1,2424767.50993652,1557.1665003899
"464",49000,1950,3,2,2,1,0,1,0,0,0,1,308880421.345801,-17574.9942061385
"465",49500,2145,3,1,3,1,0,0,0,0,0,1,21616914.1411569,4649.39933122085
"466",52000,2275,3,1,3,1,0,0,1,1,0,1,41276629.7417788,6424.68907744015
"467",54000,2856,3,1,3,1,0,0,0,0,0,1,26892435.6850855,5185.79171246643
"468",55000,2015,3,1,2,1,0,1,0,0,0,1,118246259.266623,10874.1095850015
"469",55000,2176,2,1,2,1,1,0,0,0,0,1,99532224.5013023,9976.58380916546
"470",56000,2145,4,2,1,1,0,1,0,0,0,1,136003633.806296,-11662.0595868095
"471",60000,2145,3,1,3,1,0,0,0,0,1,1,229504300.096795,15149.3993312209
"472",60500,2787,3,1,1,1,0,1,0,0,0,1,145695657.378378,12070.4456163962
"473",50000,9500,3,1,2,1,0,0,0,0,3,1,1285400103.44935,-35852.476949987
"474",64900,4990,4,2,2,1,1,1,0,0,0,1,346781295.7799,-18622.0647560871
"475",93000,6670,3,1,3,1,0,1,0,0,0,1,525505549.070148,22923.9078053928
"476",85000,6254,4,2,1,1,0,1,0,0,1,1,31007950.5835779,-5568.47830053937
"477",61500,10360,2,1,1,1,0,0,0,0,1,1,849530937.782385,-29146.7140134593
"478",88500,5500,3,2,1,1,1,1,0,0,2,1,4557546.82705613,2134.84117138867
"479",88000,5450,4,2,1,1,0,1,0,1,0,1,3661772.66528546,1913.57588438124
"480",89000,5500,3,1,3,1,0,0,0,0,1,1,647514188.240767,25446.300089419
"481",89500,6000,4,1,3,1,1,1,0,0,0,1,536337102.180022,23158.9529594933
"482",95000,5700,3,1,1,1,1,1,0,1,2,1,919991474.516607,30331.3612374487
"483",95500,6600,2,2,4,1,0,1,0,0,0,1,9016072.0822409,3002.677485552
"484",51500,4000,2,1,1,1,0,0,0,0,0,1,13628342.6342226,-3691.6585208037
"485",62900,4880,3,1,1,1,0,0,0,0,2,1,7854625.78582066,2802.61053052697
"486",118500,4880,4,2,2,1,0,0,0,1,1,1,1266730073.10372,35591.1516124966
"487",42900,8050,2,1,1,1,0,0,0,0,0,0,1215859035.54158,-34869.1702732023
"488",44100,8100,2,1,1,1,0,0,0,0,1,0,1152460252.95172,-33947.9049861949
"489",47000,5880,3,1,1,1,0,0,0,0,1,0,348646710.794906,-18672.0837293245
"490",50000,5880,2,1,1,1,0,0,0,0,0,0,245614208.418959,-15672.0837293245
"491",50000,12944,3,1,1,1,0,0,0,0,0,0,3030692313.27092,-55051.7239809156
"492",53000,6020,3,1,1,1,0,0,0,0,0,0,180970857.357734,-13452.5409257037
"493",53000,4050,2,1,1,1,0,0,0,0,0,0,6102842.72958643,-2470.39323379628
"494",54000,8400,2,1,1,1,0,0,0,0,1,0,661534514.406028,-25720.3132641503
"495",58500,5600,2,1,1,1,0,0,0,1,0,0,31485221.3236198,-5611.16933656612
"496",59000,5985,3,1,1,1,0,1,0,0,0,0,52670241.2406125,-7257.42662660895
"497",60000,4500,3,1,1,1,0,1,0,0,0,0,4084418.15978347,2020.99434927054
"498",62900,4920,3,1,2,1,0,0,0,0,1,0,6654453.58459573,2579.62276013291
"499",64000,8250,3,1,1,1,0,0,0,0,0,0,221536704.450047,-14884.1091251726
"500",65000,8400,4,1,4,1,0,0,0,0,3,0,216687622.594721,-14720.3132641503
"501",67900,6440,2,1,1,1,0,0,0,1,3,0,799079.584190052,-893.912514841386
"502",68500,8100,4,1,4,1,0,1,0,1,2,0,91162489.6254053,-9547.9049861949
"503",70000,6720,3,1,1,1,0,0,0,0,0,0,125902.134356845,-354.826907599811
"504",70500,5948,3,1,2,1,0,0,0,1,0,0,19792151.1953766,4448.83706100556
"505",71500,8150,3,2,1,1,1,1,0,0,0,0,878416889.64393,-29638.0986172178
"506",71900,4800,2,1,1,1,1,1,0,0,0,0,150027860.746414,12248.5860713151
"507",75000,9800,4,2,2,1,1,0,0,0,2,0,1248657217.60263,-35336.3441459728
"508",75000,8520,3,1,1,1,0,0,0,1,2,0,29044302.0054279,-5389.27657533253
"509",87000,8372,3,1,3,1,0,0,0,1,2,0,55290797.0696726,7435.7781751255
"510",64000,4040,3,1,2,1,0,0,0,0,1,0,73708298.3052444,8585.35370880224
"511",70000,4646,3,1,2,1,1,1,0,0,2,0,125598843.569983,11207.0889873322
"512",47500,4775,4,1,2,1,0,0,0,0,0,0,144289262.852428,-12012.0465721886
"513",62600,4950,4,1,2,1,0,0,0,1,0,0,4462157.42806534,2112.38193233736
"514",66000,5010,3,1,2,1,0,1,0,0,0,0,26810651.2759291,5177.90027674627
"515",58900,6060,2,1,1,1,0,1,0,0,1,0,60458846.5038406,-7775.52869609781
"516",53000,3584,2,1,1,1,0,0,1,0,0,0,16234.4016260867,127.414291294527
"517",95000,6000,3,2,3,1,1,0,0,1,0,0,34193186.5649442,5847.49404146291
"518",96500,6000,4,2,4,1,0,0,0,1,0,0,53985668.6893329,7347.49404146291
"519",101000,6240,4,2,2,1,0,0,0,1,1,0,110451007.336578,10509.5674190986
"520",102000,6000,3,2,2,1,1,0,0,0,1,0,165058103.145425,12847.4940414629
"521",103000,7680,4,2,4,1,1,0,0,1,1,0,20088392.8876135,4482.00768491237
"522",105000,6000,4,2,4,1,1,0,0,1,1,0,251143067.394202,15847.4940414629
"523",108000,6000,4,2,4,1,0,0,0,1,1,0,355228031.64298,18847.4940414629
"524",110000,6000,4,2,4,1,0,0,0,0,2,0,434618007.808831,20847.4940414629
"525",113000,6000,4,2,4,1,0,0,0,1,1,0,568702972.057609,23847.4940414629
"526",120000,7475,3,2,4,1,0,0,0,1,2,0,511882480.402629,22624.8200081819
"527",105000,5150,3,2,4,1,0,0,0,1,2,0,423782743.931977,20585.9841623367
"528",106000,6325,3,1,4,1,0,0,0,1,1,0,1432408831.47314,37847.1773250415
"529",107500,6000,3,2,4,1,0,0,0,1,1,0,336630537.601517,18347.4940414629
"530",108000,6000,3,2,3,1,0,0,0,1,0,0,355228031.64298,18847.4940414629
"531",113750,6000,3,1,4,1,1,0,0,1,2,0,2247608820.71545,47408.9529594933
"532",120000,7000,3,1,4,1,0,0,0,1,2,0,2312095934.69408,48084.2586996418
"533",70000,12900,3,1,1,1,0,0,0,0,2,0,1211488086.81091,-34806.4374334821
"534",71000,7686,3,1,1,1,1,1,1,0,0,0,22467425.2139431,-4739.98156261637
"535",82000,5000,3,1,3,1,0,0,0,1,0,0,450867774.235589,21233.6472193448
"536",82000,5800,3,2,4,1,0,0,0,1,0,0,36452216.5662972,-6037.56710656679
"537",82500,6000,3,2,4,1,0,0,0,1,0,0,44255835.5283715,-6652.50595853709
"538",83000,4800,3,1,3,1,0,0,0,1,0,0,545156471.529609,23348.5860713151
"539",84000,6500,3,2,3,1,0,0,0,1,0,0,63041267.066373,-7939.85308846285
"540",85000,7320,4,2,2,1,0,0,0,0,0,0,132505478.038321,-11511.1023815411
"541",85000,6525,3,2,4,1,0,0,0,0,1,0,50115362.1083274,-7079.22044495913
"542",91500,4800,3,2,4,1,1,0,0,1,0,0,81669667.184636,9037.12715328472
"543",94000,6000,3,2,4,1,0,0,0,1,0,0,23498198.4820184,4847.49404146291
"544",103000,6000,3,2,4,1,1,0,0,1,1,0,191753091.228351,13847.4940414629
"545",105000,6000,3,2,2,1,1,0,0,1,1,0,251143067.394202,15847.4940414629
"546",105000,6000,3,1,2,1,0,0,0,1,1,0,1494514643.92431,38658.9529594933
